trackingcode,shippingmethod,fromzip,tozip,acceptedat,deliveredat,zip_group_to,transit_time,day_of_week
390510453543,FEDEX.GROUND,75211,78851,2020-02-19T00:00:00,2020-02-26T12:12:34-06:00,788,5,Wednesday
390428858648,FEDEX.GROUND,75211,86442,2020-02-17T00:00:00,2020-02-20T11:30:06-07:00,864,2,Monday
390117595627,FEDEX.GROUND,75211,76063,2020-02-03T16:10:00-06:00,2020-02-04T10:59:23-06:00,760,1,Monday
779939940407,FEDEX.GROUND,75211,77346,2020-01-28T16:03:00-06:00,2020-01-29T09:37:00-06:00,773,1,Tuesday
390119085945,FEDEX.GROUND,75211,30529,2020-02-03T16:10:00-06:00,2020-02-05T10:15:07-05:00,305,2,Monday
390119586588,FEDEX.GROUND,75211,67901,2020-02-03T16:10:00-06:00,2020-02-06T11:10:45-06:00,679,3,Monday
390532156387,FEDEX.GROUND,75211,48220,2020-02-20T00:00:00,2020-02-25T10:15:17-05:00,482,3,Thursday
390450278715,FEDEX.GROUND,75211,88005,2020-02-18T16:11:00-06:00,2020-02-20T10:09:02-07:00,880,2,Tuesday
390120294880,FEDEX.GROUND,75211,75773,2020-02-03T16:10:00-06:00,2020-02-04T11:12:00-06:00,757,1,Monday
779917855788,FEDEX.GROUND,75211,76111,2020-01-27T15:47:00-06:00,2020-01-28T09:28:46-06:00,761,1,Monday
390094636100,FEDEX.GROUND,75211,78704,2020-02-03T16:10:00-06:00,2020-02-04T10:02:32-06:00,787,1,Monday
390119645558,FEDEX.GROUND,75211,77642,2020-02-03T16:10:00-06:00,2020-02-04T12:29:10-06:00,776,1,Monday
779913272859,FEDEX.GROUND,75211,78217,2020-01-27T15:47:00-06:00,2020-01-28T09:48:09-06:00,782,1,Monday
390430790100,FEDEX.GROUND,75211,67205,2020-02-17T15:50:00-06:00,2020-02-18T09:34:53-06:00,672,0,Monday
779947284997,FEDEX.GROUND,75211,77365,2020-01-28T15:52:00-06:00,2020-01-29T09:09:10-06:00,773,1,Tuesday
779947198578,FEDEX.GROUND,75211,70663,2020-01-28T15:52:00-06:00,2020-01-30T11:31:57-06:00,706,2,Tuesday
390092622720,FEDEX.GROUND,75211,33565,2020-02-03T16:10:00-06:00,2020-02-06T12:54:03-05:00,335,3,Monday
779916701745,FEDEX.GROUND,75211,70068,2020-01-27T15:47:00-06:00,2020-01-29T10:59:02-06:00,700,2,Monday
779915551336,FEDEX.GROUND,75211,78557,2020-01-27T15:47:00-06:00,2020-01-29T09:39:38-06:00,785,2,Monday
779917833761,FEDEX.GROUND,75211,71111,2020-01-27T15:47:00-06:00,2020-01-28T10:50:27-06:00,711,1,Monday
779903762688,FEDEX.GROUND,75211,76028,2020-01-28T00:00:00,2020-01-30T11:19:59-06:00,760,2,Tuesday
779902505576,FEDEX.GROUND,75211,81052,2020-01-27T00:00:00,2020-01-29T10:55:36-07:00,810,2,Monday
779902508564,FEDEX.GROUND,75211,81050,2020-01-27T00:00:00,2020-01-29T09:55:14-07:00,810,2,Monday
779945353553,FEDEX.GROUND,75211,38655,2020-01-28T16:03:00-06:00,2020-01-30T10:53:46-06:00,386,2,Tuesday
779914806769,FEDEX.GROUND,75211,70455,2020-01-27T14:59:00-06:00,2020-01-29T11:19:09-06:00,704,2,Monday
779916692129,FEDEX.GROUND,75211,80026,2020-01-27T15:47:00-06:00,2020-01-29T08:42:13-07:00,800,2,Monday
390120011134,FEDEX.GROUND,75211,75075,2020-02-03T16:10:00-06:00,2020-02-04T10:30:22-06:00,750,1,Monday
390124473356,FEDEX.GROUND,75211,34974,2020-02-04T16:27:00-06:00,2020-02-07T12:40:04-05:00,349,3,Tuesday
779934889561,FEDEX.GROUND,75211,77023,2020-01-28T16:03:00-06:00,2020-01-29T11:06:56-06:00,770,1,Tuesday
779947205220,FEDEX.GROUND,75211,88101,2020-01-28T16:52:00-06:00,2020-01-29T10:23:14-06:00,881,1,Tuesday
390125680820,FEDEX.GROUND,75211,32534,2020-02-04T16:27:00-06:00,2020-02-07T10:59:57-06:00,325,3,Tuesday
390106994315,FEDEX.GROUND,75211,39211,2020-02-03T17:12:00-06:00,2020-02-05T15:28:13-06:00,392,2,Monday
390430768613,FEDEX.GROUND,75211,78717,2020-02-17T15:50:00-06:00,2020-02-18T10:00:18-06:00,787,0,Monday
779899670908,FEDEX.GROUND,75211,63935,2020-01-27T00:00:00,2020-01-29T11:27:13-06:00,639,2,Monday
390532156170,FEDEX.GROUND,75211,49412,2020-02-20T00:00:00,2020-02-25T10:59:56-05:00,494,3,Thursday
390420393163,FEDEX.GROUND,75211,85392,2020-02-17T15:54:00-06:00,2020-02-20T08:06:58-07:00,853,2,Monday
390500241554,FEDEX.GROUND,75211,29212,2020-02-19T16:29:00-06:00,2020-02-24T10:25:18-05:00,292,3,Wednesday
390534741979,FEDEX.GROUND,75211,80021,2020-02-20T16:06:00-06:00,2020-02-24T07:57:04-07:00,800,2,Thursday
779917127458,FEDEX.GROUND,75211,74011,2020-01-27T15:47:00-06:00,2020-01-28T10:03:53-06:00,740,1,Monday
779907650920,FEDEX.GROUND,75211,66092,2020-01-27T00:00:00,2020-01-29T11:44:04-06:00,660,2,Monday
779894729095,FEDEX.GROUND,75211,41701,2020-01-27T16:26:00-06:00,2020-01-30T09:27:12-05:00,417,3,Monday
779938697044,FEDEX.GROUND,75211,70506,2020-01-28T15:52:00-06:00,2020-01-30T09:45:33-06:00,705,2,Tuesday
779913090359,FEDEX.GROUND,75211,76051,2020-01-27T15:47:00-06:00,2020-01-28T10:14:38-06:00,760,1,Monday
390121882753,FEDEX.GROUND,75211,70068,2020-02-03T16:10:00-06:00,2020-02-05T10:14:02-06:00,700,2,Monday
390117703930,FEDEX.GROUND,75211,78660,2020-02-03T16:10:00-06:00,2020-02-04T10:26:29-06:00,786,1,Monday
779913121524,FEDEX.GROUND,75211,76063,2020-01-27T15:47:00-06:00,2020-01-28T14:10:19-06:00,760,1,Monday
779895789627,FEDEX.GROUND,75211,95843,2020-01-27T00:00:00,2020-01-30T09:01:29-08:00,958,3,Monday
779892288937,FEDEX.GROUND,75211,28031,2020-01-27T00:00:00,2020-01-30T09:25:59-05:00,280,3,Monday
779923287771,FEDEX.GROUND,75211,83686,2020-01-27T00:00:00,2020-01-30T12:40:05-07:00,836,3,Monday
779902514560,FEDEX.GROUND,75211,81052,2020-01-27T00:00:00,2020-01-29T10:55:36-07:00,810,2,Monday
779916975179,FEDEX.GROUND,75211,98001,2020-01-27T14:59:00-06:00,2020-01-31T15:57:31-08:00,980,4,Monday
779927809941,FEDEX.GROUND,75211,84075,2020-01-28T16:03:00-06:00,2020-01-31T12:03:22-07:00,840,3,Tuesday
390101490255,FEDEX.GROUND,75211,35810,2020-02-03T16:10:00-06:00,2020-02-05T08:35:21-06:00,358,2,Monday
390533555837,FEDEX.GROUND,75211,76234,2020-02-20T16:06:00-06:00,2020-02-21T09:50:08-06:00,762,1,Thursday
779917517436,FEDEX.GROUND,75211,68521,2020-01-27T15:47:00-06:00,2020-01-29T08:43:30-06:00,685,2,Monday
390129369992,FEDEX.GROUND,75211,77706,2020-02-05T00:00:00,2020-02-06T13:41:08-06:00,777,1,Wednesday
390129506890,FEDEX.GROUND,75211,77304,2020-02-05T00:00:00,2020-02-06T11:01:49-06:00,773,1,Wednesday
390563077278,FEDEX.GROUND,75211,32505,2020-02-21T17:08:00-06:00,2020-02-24T11:28:35-06:00,325,1,Friday
390555547833,FEDEX.GROUND,75211,70634,2020-02-21T16:03:00-06:00,2020-02-24T11:07:42-06:00,706,1,Friday
779903762221,FEDEX.GROUND,75211,76306,2020-01-28T00:00:00,2020-01-30T09:07:45-06:00,763,2,Tuesday
390119667221,FEDEX.GROUND,75211,78064,2020-02-03T16:10:00-06:00,2020-02-04T12:26:09-06:00,780,1,Monday
390129507544,FEDEX.GROUND,75211,77304,2020-02-05T00:00:00,2020-02-06T11:01:49-06:00,773,1,Wednesday
390129507923,FEDEX.GROUND,75211,77304,2020-02-05T00:00:00,2020-02-06T11:01:49-06:00,773,1,Wednesday
390419801677,FEDEX.GROUND,75211,77551,2020-02-17T15:54:00-06:00,2020-02-18T11:03:24-06:00,775,0,Monday
779903628598,FEDEX.GROUND,75211,80525,2020-01-29T00:00:00,2020-02-03T13:13:19-07:00,805,3,Wednesday
390118565300,FEDEX.GROUND,75211,78660,2020-02-03T16:10:00-06:00,2020-02-04T10:26:29-06:00,786,1,Monday
779946314997,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
390117700585,FEDEX.GROUND,75211,78660,2020-02-03T16:10:00-06:00,2020-02-04T10:26:29-06:00,786,1,Monday
390099979526,FEDEX.GROUND,75211,90505,2020-02-03T17:12:00-06:00,2020-02-06T11:58:43-08:00,905,3,Monday
390105948114,FEDEX.GROUND,75211,85395,2020-02-04T00:00:00,2020-02-06T09:16:30-07:00,853,2,Tuesday
390117691289,FEDEX.GROUND,75211,79928,2020-02-03T16:10:00-06:00,2020-02-05T09:33:46-07:00,799,2,Monday
390446336064,FEDEX.GROUND,75211,76063,2020-02-17T15:50:00-06:00,2020-02-18T11:01:13-06:00,760,0,Monday
779895789774,FEDEX.GROUND,75211,95843,2020-01-27T00:00:00,2020-01-30T09:01:29-08:00,958,3,Monday
390121016051,FEDEX.GROUND,75211,72209,2020-02-03T16:10:00-06:00,2020-02-04T08:45:46-06:00,722,1,Monday
779895259344,FEDEX.GROUND,75211,93036,2020-01-27T16:26:00-06:00,2020-01-30T10:47:15-08:00,930,3,Monday
390106156621,FEDEX.GROUND,75211,73134,2020-02-05T00:00:00,2020-02-07T10:53:52-06:00,731,2,Wednesday
390122874475,FEDEX.GROUND,75211,37854,2020-02-03T18:26:00-06:00,2020-02-05T13:36:20-05:00,378,2,Monday
390106155165,FEDEX.GROUND,75211,75069,2020-02-05T00:00:00,2020-02-05T09:48:23-06:00,750,0,Wednesday
779946318878,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779916726440,FEDEX.GROUND,75211,70068,2020-01-27T15:47:00-06:00,2020-01-29T10:59:02-06:00,700,2,Monday
390120860009,FEDEX.GROUND,75211,76108,2020-02-03T16:10:00-06:00,2020-02-04T09:07:26-06:00,761,1,Monday
390105947806,FEDEX.GROUND,75211,43130,2020-02-04T00:00:00,2020-02-07T09:57:40-05:00,431,3,Tuesday
390099979099,FEDEX.GROUND,75211,35806,2020-02-03T17:12:00-06:00,2020-02-05T12:39:46-06:00,358,2,Monday
779897489687,FEDEX.GROUND,75211,64086,2020-01-27T16:50:00-06:00,2020-01-29T11:14:31-06:00,640,2,Monday
390500249577,FEDEX.GROUND,75211,91750,2020-02-20T00:00:00,2020-02-24T12:11:25-08:00,917,2,Thursday
390532156321,FEDEX.GROUND,75211,70605,2020-02-20T00:00:00,2020-02-24T11:20:45-06:00,706,2,Thursday
390116819502,FEDEX.GROUND,75211,70461,2020-02-03T16:10:00-06:00,2020-02-05T10:32:47-06:00,704,2,Monday
779905239222,FEDEX.GROUND,75211,61738,2020-01-27T00:00:00,2020-01-29T09:45:42-06:00,617,2,Monday
779926657779,FEDEX.GROUND,75211,78749,2020-01-29T00:00:00,2020-01-30T10:37:28-06:00,787,1,Wednesday
390118059003,FEDEX.GROUND,75211,39211,2020-02-03T17:12:00-06:00,2020-02-05T09:51:50-06:00,392,2,Monday
390122562760,FEDEX.GROUND,75211,75426,2020-02-03T16:10:00-06:00,2020-02-04T11:21:40-06:00,754,1,Monday
390122393076,FEDEX.GROUND,75211,77414,2020-02-03T16:10:00-06:00,2020-02-04T11:24:52-06:00,774,1,Monday
779919864903,FEDEX.GROUND,75211,33584,2020-01-27T17:31:00-06:00,2020-01-30T12:12:07-05:00,335,3,Monday
779950403756,FEDEX.GROUND,75211,95050,2020-01-28T16:52:00-06:00,2020-01-31T12:55:18-08:00,950,3,Tuesday
390105947758,FEDEX.GROUND,75211,85395,2020-02-04T00:00:00,2020-02-06T09:16:30-07:00,853,2,Tuesday
390441860829,FEDEX.GROUND,75211,78526,2020-02-17T15:50:00-06:00,2020-02-20T09:46:12-06:00,785,2,Monday
390532155314,FEDEX.GROUND,75211,67216,2020-02-20T00:00:00,2020-02-24T09:41:05-06:00,672,2,Thursday
390420321760,FEDEX.GROUND,75211,32225,2020-02-17T15:54:00-06:00,2020-02-20T11:32:49-05:00,322,2,Monday
390430727820,FEDEX.GROUND,75211,75067,2020-02-17T15:50:00-06:00,2020-02-18T10:22:12-06:00,750,0,Monday
390532156413,FEDEX.GROUND,75211,70665,2020-02-20T00:00:00,2020-02-24T13:15:44-06:00,706,2,Thursday
390427579284,FEDEX.GROUND,75211,75068,2020-02-18T00:00:00,2020-02-19T12:53:19-06:00,750,1,Tuesday
390427909521,FEDEX.GROUND,75211,97301,2020-02-17T00:00:00,2020-02-21T10:36:28-08:00,973,3,Monday
779902519918,FEDEX.GROUND,75211,81052,2020-01-27T00:00:00,2020-01-29T10:55:36-07:00,810,2,Monday
779912278770,FEDEX.GROUND,75211,77386,2020-01-27T16:50:00-06:00,2020-01-28T10:05:31-06:00,773,1,Monday
390129911000,FEDEX.GROUND,75211,11725,2020-02-04T00:00:00,2020-02-07T10:24:09-05:00,117,3,Tuesday
390129507647,FEDEX.GROUND,75211,80906,2020-02-05T00:00:00,2020-02-07T08:48:50-07:00,809,2,Wednesday
779895789443,FEDEX.GROUND,75211,75237,2020-01-27T00:00:00,2020-01-28T10:43:01-06:00,752,1,Monday
779913163440,FEDEX.GROUND,75211,88242,2020-01-27T15:47:00-06:00,2020-01-29T12:47:09-07:00,882,2,Monday
390119631404,FEDEX.GROUND,75211,76063,2020-02-03T16:10:00-06:00,2020-02-04T10:59:23-06:00,760,1,Monday
390129507533,FEDEX.GROUND,75211,72211,2020-02-05T00:00:00,2020-02-06T09:30:40-06:00,722,1,Wednesday
779895789330,FEDEX.GROUND,75211,73072,2020-01-27T00:00:00,2020-01-28T15:27:51-06:00,730,1,Monday
779917437696,FEDEX.GROUND,75211,67211,2020-01-27T15:47:00-06:00,2020-01-28T09:57:18-06:00,672,1,Monday
779916912358,FEDEX.GROUND,75211,71105,2020-01-27T15:47:00-06:00,2020-01-29T09:50:19-06:00,711,2,Monday
390099831183,FEDEX.GROUND,75211,86326,2020-02-03T16:10:00-06:00,2020-02-06T08:44:35-07:00,863,3,Monday
390117418902,FEDEX.GROUND,75211,74883,2020-02-03T16:10:00-06:00,2020-02-04T13:16:51-06:00,748,1,Monday
779946315700,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779946311873,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
390425081678,FEDEX.GROUND,75211,30157,2020-02-17T15:54:00-06:00,2020-02-19T11:02:04-05:00,301,1,Monday
390106154673,FEDEX.GROUND,75211,78216,2020-02-05T00:00:00,2020-02-06T09:55:59-06:00,782,1,Wednesday
390129507990,FEDEX.GROUND,75211,67209,2020-02-05T00:00:00,2020-02-07T09:58:06-06:00,672,2,Wednesday
779920084149,FEDEX.GROUND,75211,97914,2020-01-27T16:50:00-06:00,2020-01-30T10:11:50-07:00,979,3,Monday
779946582389,FEDEX.GROUND,75211,67401,2020-01-28T15:52:00-06:00,2020-01-30T09:01:51-06:00,674,2,Tuesday
779906835208,FEDEX.GROUND,75211,30076,2020-01-27T16:26:00-06:00,2020-01-30T09:53:29-05:00,300,3,Monday
779915582140,FEDEX.GROUND,75211,28311,2020-01-27T15:47:00-06:00,2020-01-30T09:09:26-05:00,283,3,Monday
390127816990,FEDEX.GROUND,75211,77505,2020-02-04T16:27:00-06:00,2020-02-05T10:24:58-06:00,775,1,Tuesday
779903628359,FEDEX.GROUND,75211,80126,2020-01-29T00:00:00,2020-02-04T11:53:02-07:00,801,4,Wednesday
390427763486,FEDEX.GROUND,75211,85054,2020-02-17T16:56:00-06:00,2020-02-20T12:28:24-07:00,850,2,Monday
779922206613,FEDEX.GROUND,75211,68008,2020-01-27T17:31:00-06:00,2020-01-29T11:20:49-06:00,680,2,Monday
779901543206,FEDEX.GROUND,75211,98433,2020-01-27T00:00:00,2020-01-31T16:54:41-08:00,984,4,Monday
390114892259,FEDEX.GROUND,75211,53597,2020-02-03T18:26:00-06:00,2020-02-06T11:03:43-06:00,535,3,Monday
779946505943,FEDEX.GROUND,75211,71483,2020-01-28T16:03:00-06:00,2020-01-29T17:08:02-06:00,714,1,Tuesday
779946071035,FEDEX.GROUND,75211,87120,2020-01-28T15:52:00-06:00,2020-01-31T10:22:19-07:00,871,3,Tuesday
779895788930,FEDEX.GROUND,75211,44720,2020-01-27T00:00:00,2020-01-30T09:55:54-05:00,447,3,Monday
390118055096,FEDEX.GROUND,75211,39211,2020-02-03T17:12:00-06:00,2020-02-05T15:28:13-06:00,392,2,Monday
779945969099,FEDEX.GROUND,75211,75211,2020-01-28T15:52:00-06:00,2020-01-29T10:16:03-06:00,752,1,Tuesday
779938680645,FEDEX.GROUND,75211,71220,2020-01-28T15:52:00-06:00,2020-01-29T12:59:05-06:00,712,1,Tuesday
779899451701,FEDEX.GROUND,75211,78758,2020-01-27T00:00:00,2020-01-29T11:56:07-06:00,787,2,Monday
779934666852,FEDEX.GROUND,75211,35045,2020-01-28T16:03:00-06:00,2020-01-30T13:03:21-06:00,350,2,Tuesday
779892193430,FEDEX.GROUND,75211,47520,2020-01-27T16:26:00-06:00,2020-01-29T11:53:18-06:00,475,2,Monday
390129251038,FEDEX.GROUND,75211,76063,2020-02-04T16:27:00-06:00,2020-02-06T10:40:30-06:00,760,2,Tuesday
390427287858,FEDEX.GROUND,75211,62521,2020-02-17T15:54:00-06:00,2020-02-19T11:43:51-06:00,625,1,Monday
390094791725,FEDEX.GROUND,75211,73071,2020-02-03T16:10:00-06:00,2020-02-04T12:56:11-06:00,730,1,Monday
779934176698,FEDEX.GROUND,75211,33184,2020-01-28T00:00:00,2020-01-31T14:04:15-05:00,331,3,Tuesday
390106998321,FEDEX.GROUND,75211,39042,2020-02-03T17:12:00-06:00,2020-02-05T10:09:15-06:00,390,2,Monday
779912166030,FEDEX.GROUND,75211,85119,2020-01-27T16:26:00-06:00,2020-01-30T14:38:58-07:00,851,3,Monday
779928271671,FEDEX.GROUND,75211,33411,2020-01-29T00:00:00,2020-02-03T10:13:01-05:00,334,3,Wednesday
390129507305,FEDEX.GROUND,75211,72211,2020-02-05T00:00:00,2020-02-06T09:30:40-06:00,722,1,Wednesday
779947379269,FEDEX.GROUND,75211,70785,2020-01-28T15:52:00-06:00,2020-01-30T09:58:18-06:00,707,2,Tuesday
779892545093,FEDEX.GROUND,75211,29909,2020-01-27T00:00:00,2020-01-30T14:25:49-05:00,299,3,Monday
779938246785,FEDEX.GROUND,75211,77055,2020-01-28T15:52:00-06:00,2020-01-29T11:48:26-06:00,770,1,Tuesday
390419975822,FEDEX.GROUND,75211,95457,2020-02-17T15:54:00-06:00,2020-02-20T16:12:35-08:00,954,2,Monday
390427265430,FEDEX.GROUND,75211,92108,2020-02-17T16:56:00-06:00,2020-02-20T11:08:42-08:00,921,2,Monday
390560656483,FEDEX.GROUND,75211,78043,2020-02-21T16:03:00-06:00,2020-02-25T11:47:50-06:00,780,2,Friday
390417841071,FEDEX.GROUND,75211,76903,2020-02-17T15:54:00-06:00,2020-02-18T09:40:36-06:00,769,0,Monday
390467227113,FEDEX.GROUND,75211,75006,2020-02-18T16:16:00-06:00,2020-02-19T10:49:29-06:00,750,1,Tuesday
390533875252,FEDEX.GROUND,75211,38501,2020-02-20T16:06:00-06:00,2020-02-24T09:02:39-06:00,385,2,Thursday
779916719655,FEDEX.GROUND,75211,65674,2020-01-27T15:47:00-06:00,2020-01-29T10:12:45-06:00,656,2,Monday
779928271903,FEDEX.GROUND,75211,77304,2020-01-29T00:00:00,2020-01-31T11:24:50-06:00,773,2,Wednesday
779903626827,FEDEX.GROUND,75211,81303,2020-01-29T00:00:00,2020-02-01T09:35:02-07:00,813,2,Wednesday
779917267260,FEDEX.GROUND,75211,72120,2020-01-27T15:47:00-06:00,2020-01-28T09:35:33-06:00,721,1,Monday
390124472761,FEDEX.GROUND,75211,34974,2020-02-04T16:27:00-06:00,2020-02-07T12:40:04-05:00,349,3,Tuesday
779903629333,FEDEX.GROUND,75211,76028,2020-01-29T00:00:00,2020-01-30T11:54:14-06:00,760,1,Wednesday
390106990581,FEDEX.GROUND,75211,39202,2020-02-03T17:12:00-06:00,2020-02-05T10:00:46-06:00,392,2,Monday
390126029064,FEDEX.GROUND,75211,75979,2020-02-04T16:27:00-06:00,2020-02-06T11:19:44-06:00,759,2,Tuesday
779902513357,FEDEX.GROUND,75211,81050,2020-01-27T00:00:00,2020-01-29T09:55:14-07:00,810,2,Monday
779896474817,FEDEX.GROUND,75211,75229,2020-01-27T16:26:00-06:00,2020-01-29T10:17:53-06:00,752,2,Monday
779945808304,FEDEX.GROUND,75211,71111,2020-01-28T15:52:00-06:00,2020-01-29T09:40:12-06:00,711,1,Tuesday
779916659288,FEDEX.GROUND,75211,77429,2020-01-27T15:47:00-06:00,2020-01-28T09:53:28-06:00,774,1,Monday
390122386626,FEDEX.GROUND,75211,77414,2020-02-03T16:10:00-06:00,2020-02-04T11:24:52-06:00,774,1,Monday
779945965200,FEDEX.GROUND,75211,75211,2020-01-28T15:52:00-06:00,2020-01-29T10:16:03-06:00,752,1,Tuesday
779902520690,FEDEX.GROUND,75211,81052,2020-01-27T00:00:00,2020-01-29T10:55:36-07:00,810,2,Monday
390116793299,FEDEX.GROUND,75211,79336,2020-02-03T16:10:00-06:00,2020-02-04T10:35:01-06:00,793,1,Monday
390113087950,FEDEX.GROUND,75211,39633,2020-02-03T00:00:00,2020-02-05T17:03:13-06:00,396,2,Monday
779903629171,FEDEX.GROUND,75211,80525,2020-01-29T00:00:00,2020-02-03T13:13:19-07:00,805,3,Wednesday
779934032284,FEDEX.GROUND,75211,78061,2020-01-28T00:00:00,2020-01-30T13:02:44-06:00,780,2,Tuesday
779933960054,FEDEX.GROUND,75211,33180,2020-01-28T00:00:00,2020-01-31T15:01:22-05:00,331,3,Tuesday
779903628896,FEDEX.GROUND,75211,78232,2020-01-29T00:00:00,2020-01-30T10:21:27-06:00,782,1,Wednesday
390120520132,FEDEX.GROUND,75211,77575,2020-02-03T16:10:00-06:00,2020-02-04T09:53:04-06:00,775,1,Monday
779901651961,FEDEX.GROUND,75211,75428,2020-01-27T00:00:00,2020-01-28T12:51:21-06:00,754,1,Monday
390118790877,FEDEX.GROUND,75211,76205,2020-02-03T16:10:00-06:00,2020-02-04T10:00:06-06:00,762,1,Monday
390120251957,FEDEX.GROUND,75211,77449,2020-02-03T16:10:00-06:00,2020-02-04T11:27:44-06:00,774,1,Monday
390106157076,FEDEX.GROUND,75211,26301,2020-02-05T00:00:00,2020-02-10T08:18:09-05:00,263,3,Wednesday
779903762699,FEDEX.GROUND,75211,76028,2020-01-28T00:00:00,2020-01-30T11:19:59-06:00,760,2,Tuesday
390416722490,FEDEX.GROUND,75211,15137,2020-02-17T15:54:00-06:00,2020-02-20T10:14:46-05:00,151,2,Monday
779946319290,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
390132854121,FEDEX.GROUND,75211,78045,2020-02-04T00:00:00,2020-02-06T13:30:25-06:00,780,2,Tuesday
390420430025,FEDEX.GROUND,75211,78009,2020-02-17T15:54:00-06:00,2020-02-18T10:13:55-06:00,780,0,Monday
779946321418,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
390110317265,FEDEX.GROUND,75211,05360,2020-02-04T00:00:00,2020-02-07T11:51:55-05:00,053,3,Tuesday
390532157203,FEDEX.GROUND,75211,48220,2020-02-20T00:00:00,2020-02-25T10:15:17-05:00,482,3,Thursday
390555541927,FEDEX.GROUND,75211,70634,2020-02-21T16:03:00-06:00,2020-02-24T11:07:42-06:00,706,1,Friday
390455129061,FEDEX.GROUND,75211,81321,2020-02-19T00:00:00,2020-02-24T12:26:06-07:00,813,3,Wednesday
390095166871,FEDEX.GROUND,75211,33142,2020-02-03T16:10:00-06:00,2020-02-06T11:48:02-05:00,331,3,Monday
779939403660,FEDEX.GROUND,75211,71953,2020-01-28T14:20:00-06:00,2020-01-29T10:12:51-06:00,719,1,Tuesday
390119508171,FEDEX.GROUND,75211,70380,2020-02-03T16:10:00-06:00,2020-02-05T11:03:38-06:00,703,2,Monday
390125681654,FEDEX.GROUND,75211,32534,2020-02-04T16:27:00-06:00,2020-02-07T10:59:57-06:00,325,3,Tuesday
779945902787,FEDEX.GROUND,75211,80134,2020-01-28T15:52:00-06:00,2020-01-30T08:32:38-07:00,801,2,Tuesday
779922602891,FEDEX.GROUND,75211,98903,2020-01-27T17:31:00-06:00,2020-01-31T12:21:09-08:00,989,4,Monday
390118619473,FEDEX.GROUND,75211,78624,2020-02-03T16:10:00-06:00,2020-02-04T12:31:32-06:00,786,1,Monday
390121002217,FEDEX.GROUND,75211,70520,2020-02-03T16:10:00-06:00,2020-02-05T09:10:16-06:00,705,2,Monday
779917455802,FEDEX.GROUND,75211,77023,2020-01-27T15:47:00-06:00,2020-01-28T10:42:08-06:00,770,1,Monday
390121051535,FEDEX.GROUND,75211,77515,2020-02-03T16:10:00-06:00,2020-02-04T11:05:03-06:00,775,1,Monday
390105289711,FEDEX.GROUND,75211,72210,2020-02-03T17:12:00-06:00,2020-02-04T09:26:06-06:00,722,1,Monday
390532156696,FEDEX.GROUND,75211,48220,2020-02-20T00:00:00,2020-02-25T10:15:17-05:00,482,3,Thursday
779903628072,FEDEX.GROUND,75211,80524,2020-01-29T00:00:00,2020-02-03T14:09:58-07:00,805,3,Wednesday
390132691484,FEDEX.GROUND,75211,77099,2020-02-04T16:27:00-06:00,2020-02-05T10:18:12-06:00,770,1,Tuesday
779917960264,FEDEX.GROUND,75211,80026,2020-01-27T15:47:00-06:00,2020-01-29T08:42:13-07:00,800,2,Monday
779947505435,FEDEX.GROUND,75211,67206,2020-01-28T16:52:00-06:00,2020-01-29T10:24:09-06:00,672,1,Tuesday
779913084353,FEDEX.GROUND,75211,76051,2020-01-27T15:47:00-06:00,2020-01-28T10:14:38-06:00,760,1,Monday
390120284775,FEDEX.GROUND,75211,75773,2020-02-03T16:10:00-06:00,2020-02-04T11:12:00-06:00,757,1,Monday
390532155829,FEDEX.GROUND,75211,48220,2020-02-20T00:00:00,2020-02-25T10:15:17-05:00,482,3,Thursday
390496230815,FEDEX.GROUND,75211,77449,2020-02-19T16:29:00-06:00,2020-02-20T11:49:10-06:00,774,1,Wednesday
390125681780,FEDEX.GROUND,75211,32534,2020-02-04T16:27:00-06:00,2020-02-07T10:59:57-06:00,325,3,Tuesday
390094635858,FEDEX.GROUND,75211,78704,2020-02-03T16:10:00-06:00,2020-02-04T10:02:32-06:00,787,1,Monday
390427762858,FEDEX.GROUND,75211,08817,2020-02-17T16:56:00-06:00,2020-02-20T13:48:26-05:00,088,2,Monday
779928271215,FEDEX.GROUND,75211,73533,2020-01-29T00:00:00,2020-01-31T11:36:51-06:00,735,2,Wednesday
390427579424,FEDEX.GROUND,75211,75068,2020-02-18T00:00:00,2020-02-19T12:53:19-06:00,750,1,Tuesday
390417567202,FEDEX.GROUND,75211,29730,2020-02-17T15:54:00-06:00,2020-02-20T11:59:44-05:00,297,2,Monday
390117637822,FEDEX.GROUND,75211,75165,2020-02-03T16:10:00-06:00,2020-02-04T09:48:06-06:00,751,1,Monday
390429746133,FEDEX.GROUND,75211,39042,2020-02-17T16:56:00-06:00,2020-02-19T10:24:06-06:00,390,1,Monday
